999,0,273,0,97,6,6,4,6,1271,1,2,192,0
999,0,273,0,97,6,6,4,6,1271,1,2,212,0
999,0,273,0,97,6,6,4,6,1271,1,2,204,0
999,0,273,0,97,6,6,4,6,1271,1,2,184,0
999,0,273,-1,97,6,6,4,6,1272,1,2,200,0
999,0,273,0,97,6,6,4,6,1271,0,1,160,0
999,0,273,-1,97,6,6,4,6,1272,0,1,164,0
999,0,273,-1,97,6,6,4,6,1272,0,1,40,0
999,0,273,-1,96,6,6,4,6,1273,0,0,241,0
999,-1,273,-1,96,6,6,3,6,1275,0,1,170,0
999,-1,272,-1,97,6,6,3,6,1276,1,1,167,0
999,-1,272,-1,97,6,6,4,6,1275,0,0,3,0
999,-1,273,-1,97,6,6,4,6,1274,0,1,152,0
999,-1,273,-1,97,6,6,4,6,1275,0,1,271,0
999,-1,272,-1,97,6,6,3,6,1275,1,1,213,0
999,-1,272,-2,96,6,5,3,5,1277,1,1,195,0
999,-2,272,-2,96,5,5,3,5,1279,1,1,179,0
999,-2,271,-2,97,5,5,3,5,1280,0,1,175,0
999,-2,271,-2,97,5,5,3,5,1281,0,1,190,0
999,-2,271,-2,97,5,5,3,5,1281,1,1,180,0
999,-2,271,-2,98,5,5,3,5,1281,0,1,225,0
1000,-2,271,-2,98,5,5,3,5,1280,0,1,194,0
1000,-2,271,-2,98,5,5,3,5,1280,0,1,232,0
1000,-2,272,-2,98,5,5,3,5,1280,0,0,234,0
1000,-2,272,-2,98,5,5,3,5,1280,0,1,173,0
1000,-2,272,-2,98,5,5,3,5,1280,0,1,220,0
1000,-2,271,-2,97,5,5,3,5,1282,1,1,199,0
1000,-2,271,-3,98,5,5,3,5,1283,1,1,214,0
1000,-2,271,-2,98,5,5,3,5,1282,1,1,196,0
1000,-2,271,-2,98,5,5,3,5,1282,1,1,195,0
1000,-2,271,-2,98,5,5,3,5,1281,1,1,186,0
1000,-2,271,-2,98,5,5,3,5,1280,1,2,175,0
1000,-2,271,-2,98,5,5,3,5,1280,1,1,186,0
1000,-2,272,-2,98,5,5,3,5,1280,1,1,211,0
1000,-2,271,-2,98,5,5,3,5,1280,1,2,193,0
999,-2,271,-2,98,5,5,3,5,1281,1,2,202,0
999,-2,271,-2,98,5,5,3,5,1281,1,1,176,0
999,-2,272,-2,98,5,5,3,5,1280,1,1,192,0
1000,-2,272,-2,98,5,5,3,5,1280,1,2,159,0
1000,-2,271,-2,98,5,5,3,5,1280,1,2,167,0
1000,-2,272,-2,98,5,5,3,5,1280,1,1,148,0
1000,-2,272,-2,98,5,5,3,5,1280,1,2,220,0
1000,-1,272,-2,98,6,5,3,5,1279,1,2,227,0
1000,-1,272,-1,98,6,6,3,6,1278,1,2,182,0
1000,-1,272,-1,98,6,6,3,6,1278,1,2,201,0
1000,-1,272,-1,98,6,6,4,6,1277,1,2,200,0
1000,-1,272,-1,98,6,6,4,6,1276,1,2,206,0
1000,-1,272,-1,98,6,6,4,6,1276,1,2,197,0
1000,-1,272,-1,98,6,6,3,6,1277,1,2,197,0
1000,-1,272,-1,98,6,6,3,6,1277,1,2,138,0
1000,-1,272,-2,98,6,5,3,5,1279,1,2,156,0
1000,-1,272,-2,98,6,5,3,5,1279,1,2,183,0
1000,-1,272,-2,98,6,5,3,5,1279,1,2,163,0
1000,-1,272,-2,98,6,5,3,5,1279,2,3,172,0
1000,-1,272,-2,98,6,5,3,5,1280,2,3,180,0
1000,-1,272,-1,99,6,5,3,5,1279,1,1,114,0
1000,-1,272,-1,99,6,6,4,6,1277,0,1,198,0
1000,-1,273,-1,99,6,6,4,6,1275,1,2,199,0
1000,-1,273,-1,98,6,6,4,6,1275,1,2,215,0
1000,-1,272,-1,98,6,6,4,6,1276,1,2,202,0
1000,-1,273,-1,98,6,6,4,6,1275,1,2,201,0
1000,0,273,-1,98,6,6,4,6,1275,1,2,159,0
1000,0,273,-1,98,6,6,4,6,1275,2,2,155,0
1000,-1,272,-1,98,6,6,4,6,1276,2,3,156,0
1001,-1,272,-1,98,6,6,4,6,1277,3,4,157,0
1001,-1,273,-1,98,6,6,4,6,1276,2,3,168,0
1000,-1,272,-1,98,6,6,4,6,1277,2,4,157,0
1000,-1,272,-1,98,6,6,4,6,1277,2,3,153,0
1000,-1,273,-1,98,6,6,4,6,1275,1,1,146,0
1000,0,273,-1,98,6,6,4,6,1274,1,1,173,0
1000,-1,273,-1,98,6,6,4,6,1275,1,1,213,0
1000,0,273,-1,98,6,6,4,6,1274,1,2,189,0
1000,0,273,0,98,6,6,4,6,1272,1,2,164,0
1000,0,273,0,98,6,6,4,6,1271,1,1,180,0
1000,0,274,0,98,6,6,4,6,1270,1,1,160,0
1000,1,274,0,97,6,6,4,6,1268,1,2,158,0
1000,1,274,1,96,7,6,4,6,1266,1,2,160,0
1000,1,275,1,96,7,6,4,6,1266,1,1,146,0
999,2,275,1,96,7,7,4,7,1264,1,1,152,0
999,2,275,1,95,7,7,4,7,1263,1,2,132,0
999,2,275,1,96,7,7,4,7,1264,1,2,147,0
999,2,275,2,96,7,7,4,7,1261,1,1,187,0
999,2,276,2,96,7,7,4,7,1259,1,2,189,0
999,3,276,2,96,7,7,4,7,1258,1,1,145,0
999,2,276,2,96,7,7,4,7,1259,1,2,161,0
999,2,275,1,96,7,7,4,7,1262,1,2,148,0
999,2,275,2,97,7,7,4,7,1260,1,1,127,0
999,2,275,2,96,7,7,4,7,1261,0,1,91,0
999,2,275,2,96,7,7,4,7,1261,0,1,5,0
999,3,276,2,96,7,7,4,7,1259,0,1,80,0
999,2,275,2,95,7,7,4,7,1261,1,1,191,0
999,2,275,1,95,7,7,4,7,1261,0,1,235,0
999,2,276,1,94,7,7,4,7,1260,0,1,256,0
999,3,276,2,93,7,7,4,7,1259,0,1,260,1
999,3,276,1,91,7,7,4,7,1259,0,1,209,1
999,2,276,1,92,7,7,4,7,1260,0,1,186,1
999,2,275,1,92,7,7,4,7,1261,1,1,176,1
999,2,275,1,92,7,7,4,7,1262,1,1,228,1
999,2,275,1,93,7,7,4,7,1261,1,1,199,1
999,2,275,1,93,7,7,4,7,1261,1,2,203,1
999,2,276,1,93,7,7,4,7,1260,1,1,227,1
999,2,276,1,91,7,7,4,7,1260,1,2,169,1
999,2,275,1,93,7,6,4,6,1263,1,1,176,1
999,2,275,1,94,7,7,4,7,1262,0,1,294,0
999,2,275,1,93,7,7,4,7,1262,1,1,198,0
999,2,275,1,94,7,7,4,7,1261,0,1,193,0
999,2,275,1,94,7,7,4,7,1261,1,1,231,0
999,2,275,1,93,7,7,4,7,1262,1,2,137,0
999,2,275,1,94,7,6,4,6,1264,1,2,167,0
999,2,275,1,95,7,7,4,7,1263,1,1,128,0
999,2,275,1,94,7,6,4,6,1263,1,2,122,0
999,1,275,0,94,7,6,4,6,1265,1,2,143,0
999,1,274,0,95,7,6,4,6,1266,1,3,167,0
999,1,274,0,95,7,6,4,6,1266,1,2,153,0
999,1,274,0,96,7,6,4,6,1266,1,2,155,0
999,1,274,0,96,7,6,4,6,1266,2,3,160,0
998,1,274,0,96,7,6,4,6,1265,1,2,154,0
998,1,274,1,96,7,6,4,6,1265,1,2,150,0
998,1,274,1,96,7,6,4,6,1265,1,3,156,0
998,1,274,1,96,7,6,4,6,1265,1,3,120,0
998,1,274,1,96,7,6,4,6,1265,2,3,132,0
998,1,274,1,96,7,6,4,6,1265,1,2,138,0
998,1,275,1,96,7,6,4,6,1264,1,2,149,0
998,1,274,1,96,7,6,4,6,1264,2,2,140,0
998,1,275,1,96,7,6,4,6,1264,1,2,154,0
998,1,275,1,96,7,6,4,6,1263,1,2,190,0
997,1,275,1,96,7,6,4,6,1263,1,1,215,0
997,1,275,1,96,7,7,4,7,1262,1,1,205,0
997,2,275,1,96,7,7,4,7,1261,1,2,198,0
997,2,275,1,95,7,7,4,7,1260,1,2,215,0
997,2,275,1,95,7,7,4,7,1260,2,2,210,0
997,2,275,1,94,7,6,4,7,1260,1,2,207,0
997,2,275,1,94,7,6,4,6,1260,1,2,171,0
997,2,275,1,94,7,6,4,6,1261,1,2,152,0
997,1,275,1,94,7,6,4,6,1261,1,2,148,0
997,1,275,1,94,7,6,4,6,1261,1,2,175,0
996,1,275,0,94,7,6,4,6,1262,1,3,194,0
996,1,275,0,93,7,6,4,6,1262,2,3,188,0
996,1,275,0,92,7,6,4,6,1262,2,4,190,1
996,1,275,0,92,7,6,4,6,1262,2,4,177,1
996,1,275,0,92,7,6,4,6,1262,2,4,161,1
996,1,274,0,92,7,6,4,6,1263,3,4,146,1
996,1,274,0,92,6,6,4,6,1263,2,4,137,1
996,0,274,-1,92,6,6,4,6,1265,3,5,126,0
996,0,274,-1,93,6,6,4,6,1266,3,4,141,0
995,0,274,-1,93,6,6,4,6,1266,2,3,156,0
995,0,273,-1,93,6,6,4,6,1267,3,4,153,0
995,0,273,-1,93,6,6,4,6,1267,2,3,160,0
995,0,273,-1,93,6,6,4,6,1267,2,4,152,0
995,0,273,-1,93,6,6,4,6,1267,3,4,163,0
995,0,273,-1,93,6,6,4,6,1267,2,4,154,0
995,0,273,-1,93,6,6,4,6,1267,2,3,161,0
995,0,273,-1,93,6,6,3,6,1267,2,3,163,0
995,0,273,-1,93,6,6,3,6,1268,2,3,146,0
995,0,273,-1,93,6,6,3,6,1268,2,3,168,0
994,0,273,-1,93,6,5,3,6,1268,2,3,180,0
994,-1,273,-1,93,6,5,3,6,1268,2,3,165,0
994,-1,273,-1,94,6,6,3,6,1268,1,2,178,0
994,0,273,-1,94,6,6,3,6,1268,1,2,184,0
994,-1,273,-1,94,6,5,3,6,1268,2,2,186,0
994,-1,273,-2,94,6,5,3,5,1268,1,2,187,0
994,-1,273,-2,94,6,5,3,5,1269,1,2,196,0
994,-1,273,-2,94,6,5,3,5,1269,2,2,203,0
994,-1,273,-2,95,6,5,3,5,1270,1,2,203,0
994,-1,273,-2,95,6,5,3,5,1270,1,2,203,0
994,-1,273,-2,95,6,5,3,5,1270,1,2,199,0
994,-1,273,-2,95,6,5,3,5,1270,1,2,196,0
994,-1,273,-2,95,6,5,3,5,1270,1,2,201,0
994,-1,273,-2,95,6,5,3,5,1270,1,2,209,0
994,-1,273,-2,94,6,5,3,5,1270,1,1,183,0
994,-1,272,-2,94,6,5,3,5,1271,0,1,178,0
993,-2,272,-2,95,5,5,3,5,1271,0,1,217,0
993,-1,272,-2,95,5,5,3,5,1271,1,1,37,0
993,-2,272,-2,96,5,5,3,5,1272,1,1,64,0
993,-2,272,-2,96,5,5,3,5,1272,0,1,66,0
993,-1,272,-2,96,5,5,3,5,1271,0,1,51,0
993,-1,272,-2,96,6,5,3,5,1270,0,1,67,0
993,-1,272,-2,96,6,5,3,5,1271,0,1,53,0
993,-2,272,-2,96,5,5,3,5,1271,1,1,25,0
993,-2,272,-2,96,5,5,3,5,1271,0,1,17,0
993,-2,272,-2,96,5,5,3,5,1271,0,1,195,0
993,-2,272,-2,96,5,5,3,5,1271,0,1,54,0
993,-2,272,-2,96,5,5,3,5,1272,1,1,54,0
993,-2,272,-2,97,5,5,3,5,1270,0,1,128,0
993,-2,272,-2,96,5,5,3,5,1271,0,1,39,0
992,-2,272,-2,96,5,5,3,5,1271,0,1,17,0
992,-2,272,-2,96,5,5,3,5,1272,1,2,17,0
992,-2,272,-2,97,5,5,3,5,1272,1,1,264,0
992,-2,272,-2,97,5,5,3,5,1272,1,1,249,0
992,-2,272,-2,97,5,5,3,5,1272,1,2,359,0
992,-2,272,-2,97,5,5,3,5,1272,2,3,358,0
992,-2,272,-2,96,5,5,3,5,1272,2,3,360,0
992,-2,272,-2,96,5,5,3,5,1272,2,2,3,0
992,-2,272,-3,96,5,5,3,5,1272,2,3,9,0
992,-2,272,-3,95,5,5,3,5,1272,3,4,10,0
992,-2,272,-3,95,5,5,3,5,1272,3,4,15,0
992,-2,272,-3,95,5,5,3,5,1272,3,3,16,0
992,-2,272,-3,95,5,5,3,5,1272,3,4,15,0
992,-2,272,-3,94,5,5,3,5,1273,2,3,9,0
992,-2,272,-3,94,5,5,3,5,1273,2,3,18,0
992,-2,272,-3,94,5,5,3,5,1273,3,4,26,0
992,-2,271,-3,95,5,5,3,5,1274,3,4,33,0
992,-2,272,-3,95,5,5,3,5,1273,3,4,35,0
992,-2,272,-3,95,5,5,3,5,1272,2,3,20,0
992,-2,272,-3,95,5,5,3,5,1272,2,3,8,0
992,-2,272,-3,95,5,5,3,5,1271,3,4,26,0
992,-2,272,-3,94,5,5,3,5,1271,3,4,33,0
992,-2,272,-3,94,5,5,3,5,1271,4,5,32,0
992,-2,272,-3,94,5,5,3,5,1271,3,5,31,0
992,-2,272,-3,94,5,5,3,5,1270,3,4,25,0
992,-1,272,-2,94,5,5,3,5,1269,2,3,27,0
992,-1,273,-2,93,6,5,3,5,1268,4,5,34,0
991,-1,273,-2,92,6,5,3,5,1268,4,5,33,0
991,-1,273,-2,92,6,5,3,5,1268,4,5,32,0
991,-1,273,-2,92,6,5,3,5,1267,3,4,23,0
991,-1,273,-2,91,6,5,3,5,1266,2,3,17,0
991,-1,273,-2,91,6,5,3,5,1266,3,4,4,1
991,-1,273,-2,91,6,5,3,5,1266,4,4,12,1
991,-1,273,-2,91,6,5,3,5,1266,3,4,10,1
991,-1,273,-2,91,6,5,3,5,1265,3,5,11,1
991,-1,273,-2,91,6,5,3,5,1265,3,3,4,1
991,-1,273,-2,91,6,5,3,5,1264,3,4,358,1
991,-1,273,-2,91,6,5,3,5,1264,3,4,349,1
991,-1,273,-2,91,6,5,3,5,1264,3,3,358,1
990,-1,273,-2,91,6,5,3,5,1264,3,4,13,1
990,-1,273,-2,91,6,5,3,5,1264,3,4,15,1
990,-1,273,-2,91,6,5,3,5,1263,2,3,7,1
990,-1,273,-2,91,6,5,3,5,1263,2,3,10,1
990,-1,273,-2,90,6,5,3,5,1262,2,3,21,1
990,-1,273,-2,90,6,5,3,5,1262,2,3,26,1
990,-1,273,-2,90,6,5,3,5,1262,2,2,25,1
990,0,274,-2,90,6,5,3,5,1262,2,3,29,1
990,0,274,-2,90,6,5,3,5,1262,3,4,31,1
